(56, 4, 655, 16, 153, 32),
(57, 13, 1440, 18, 176, 26),
(58, 20, 1519, 16, 213, 35),
(59, 15, 556, 15, 146, 35),
(60, 5, 1989, 16, 107, 33),
(61, 1, 1962, 19, 127, 35),
(62, 24, 1073, 15, 143, 28),
(63, 5, 1939, 18, 192, 29),
(64, 17, 1585, 17, 184, 25),
(65, 19, 259, 19, 113, 26),
(66, 4, 807, 18, 212, 34),
(67, 12, 1585, 17, 142, 26),
(68, 6, 498, 19, 133, 35),
(69, 17, 1223, 17, 198, 28),
(70, 20, 1167, 18, 206, 33),
(71, 10, 1646, 18, 117, 28),
(72, 21, 1974, 18, 194, 28),
(73, 2, 476, 17, 142, 29),
(74, 11, 616, 19, 117, 25),
(75, 9, 395, 19, 105, 31),
(76, 22, 320, 15, 179, 28),
(77, 17, 1691, 15, 178, 30),
(78, 14, 125, 16, 187, 26),
(79, 7, 1941, 17, 164, 31),
(80, 19, 803, 19, 204, 32),
(81, 8, 1438, 17, 107, 32),
(82, 7, 141, 18, 215, 33),
(83, 5, 142, 15, 120, 34),
(84, 4, 273, 19, 173, 26),
(85, 1, 99, 15, 200, 32),
(86, 25, 1924, 19, 133, 32),
(87, 8, 1977, 18, 196, 31),
(88, 12, 872, 17, 199, 25),
(89, 2, 401, 18, 152, 25),
(90, 8, 1461, 19, 185, 30),
(91, 17, 1919, 16, 134, 27),
(92, 4, 720, 16, 150, 32),
(93, 11, 1892, 15, 134, 34),
(94, 1, 813, 19, 205, 28),
(95, 17, 101, 17, 111, 34),
(96, 20, 647, 19, 185, 32),
(97, 2, 1085, 15, 130, 26),
(98, 5, 386, 18, 195, 34),
(99, 25, 1009, 19, 128, 30),
(100, 8, 751, 17, 107, 35),
(101, 14, 1036, 17, 202, 29),
(102, 11, 99, 17, 215, 25),
(103, 10, 1773, 17, 165, 32),
(104, 5, 1123, 19, 187, 34),
(105, 7, 1397, 16, 129, 31),
(106, 15, 383, 16, 115, 33),
(107, 1, 1537, 19, 165, 33),
(108, 10, 149, 19, 173, 27),
(109, 17, 522, 15, 198, 34),
(110, 21, 1389, 18, 182, 31),
(111, 10, 160, 18, 141, 32),
(112, 19, 1687, 15, 108, 31),
(113, 3, 1927, 16, 189, 28),
(114, 12, 720, 16, 197, 33),
(115, 1, 1911, 17, 190, 29),
(116, 11, 469, 19, 176, 31),
(117, 11, 511, 18, 146, 33),
(118, 25, 1980, 19, 176, 30),
(119, 22, 480, 19, 112, 31),
(120, 22, 826, 17, 213, 30),
(121, 2, 1530, 18, 190, 25),
(122, 12, 1453, 18, 163, 28),
(123, 2, 1009, 19, 145, 35),
(124, 7, 1363, 18, 165, 33),
(125, 17, 794, 18, 189, 34),
(126, 4, 1743, 16, 188, 30),
(127, 21, 1748, 19, 150, 31),
(128, 10, 677, 15, 178, 28),
(129, 14, 806, 19, 107, 27),
(130, 12, 539, 15, 126, 25),
(131, 24, 1462, 19, 106, 34),
(132, 20, 348, 17, 158, 35),
(133, 21, 1093, 15, 137, 31),
(134, 21, 769, 19, 208, 27),
(135, 22, 523, 19, 167, 27),
(136, 14, 1515, 18, 167, 27),
(137, 8, 930, 19, 163, 33),
(138, 3, 1784, 16, 206, 31),
(139, 6, 1349, 15, 149, 26),
(140, 4, 881, 16, 181, 33),
(141, 6, 336, 15, 212, 34),
(142, 4, 1335, 16, 175, 27),
(143, 1, 1747, 15, 213, 35),
(144, 13, 833, 15, 147, 28),
(145, 7, 1125, 18, 122, 30),
(146, 19, 803, 19, 116, 25),
(147, 5, 300, 18, 142, 27),
(148, 23, 860, 16, 172, 26),
(149, 2, 450, 19, 212, 30),
(150, 6, 130, 16, 121, 33),
(151, 3, 422, 15, 214, 26),
(152, 14, 1828, 15, 119, 35),
(153, 22, 1372, 19, 157, 32),
(154, 10, 1052, 15, 199, 35),
(155, 19, 943, 18, 148, 33),
(156, 23, 1828, 17, 117, 25),
(157, 2, 280, 15, 212, 25),
(158, 1, 1513, 16, 109, 29),
(159, 4, 1506, 15, 126, 34),
(160, 23, 1267, 16, 116, 33),
(161, 12, 1973, 16, 129, 30),
(162, 14, 1320, 16, 197, 28),
(163, 2, 1796, 15, 158, 35),
(164, 2, 703, 17, 168, 34),
(165, 1, 4, 18, 179, 25),
(166, 14, 1466, 16, 111, 33),
(167, 25, 1043, 18, 178, 33),
(168, 13, 184, 16, 108, 25),
(169, 3, 928, 15, 180, 25),
(170, 17, 1237, 18, 126, 26),
(171, 22, 1765, 15, 147, 30),
(172, 9, 1842, 17, 133, 35),
(173, 22, 1283, 15, 184, 27),
(174, 4, 1421, 17, 190, 29),
(175, 18, 1851, 15, 186, 26),
(176, 14, 950, 16, 212, 25),
(177, 14, 702, 15, 191, 27),
(178, 19, 1408, 17, 157, 31),
(179, 22, 822, 15, 130, 31),
(180, 24, 736, 19, 215, 28),
(181, 1, 1866, 15, 196, 27),
(182, 2, 615, 19, 200, 32),
(183, 25, 1295, 17, 187, 35),
(184, 11, 327, 18, 170, 34),
(185, 23, 1640, 18, 117, 34),
(186, 6, 1394, 17, 119, 27),
(187, 24, 1, 16, 153, 28),
(188, 20, 1545, 17, 172, 30),
(189, 11, 207, 16, 175, 34),
(190, 22, 832, 15, 179, 34),
(191, 7, 556, 17, 133, 35),
(192, 15, 1980, 17, 167, 31),
(193, 2, 1411, 16, 140, 30),
(194, 25, 1435, 18, 176, 25),
(195, 6, 1171, 15, 200, 34),
(196, 13, 1090, 15, 151, 33),
(197, 25, 1752, 18, 207, 27),
(198, 5, 299, 18, 179, 30),
(199, 13, 990, 17, 192, 28),
(200, 2, 1712, 16, 201, 26),
(201, 18, 386, 19, 186, 32),
(202, 1, 396, 15, 149, 35),
(203, 11, 414, 17, 124, 28),
(204, 2, 1305, 19, 141, 25),
(205, 16, 64, 18, 119, 34),
(206, 9, 1571, 17, 119, 26),
(207, 18, 314, 15, 122, 33),
(208, 16, 1594, 18, 205, 29),
(209, 9, 483, 16, 171, 35),
(210, 13, 853, 19, 157, 26),
(211, 16, 900, 17, 167, 25),
(212, 23, 1422, 16, 110, 33),
(213, 12, 1219, 19, 178, 28),
(214, 23, 1670, 18, 108, 28),
(215, 9, 1539, 15, 135, 32),
(216, 21, 1561, 19, 200, 26),
(217, 10, 901, 15, 184, 31),
(218, 25, 1229, 18, 125, 29),
(219, 14, 439, 15, 107, 34),
(220, 17, 1542, 17, 213, 31),
(221, 11, 951, 19, 152, 25),
(222, 20, 772, 16, 139, 25),
(223, 14, 257, 16, 195, 34),
(224, 12, 1026, 18, 118, 27),
(225, 12, 1279, 15, 160, 26),
(226, 7, 54, 15, 185, 30),
(227, 12, 1312, 17, 130, 26),
(228, 23, 279, 16, 114, 31),
(229, 4, 223, 19, 130, 32),
(230, 18, 805, 15, 181, 27),
(231, 23, 1923, 18, 123, 29),
(232, 18, 1083, 15, 173, 28),
(233, 1, 478, 16, 176, 29),
(234, 8, 1796, 17, 211, 29),
(235, 2, 1858, 17, 153, 31),
(236, 7, 888, 16, 129, 30),
(237, 25, 1007, 17, 169, 27),
(238, 9, 1805, 19, 126, 26),
(239, 16, 600, 19, 118, 28),
(240, 8, 1404, 17, 196, 28),
(241, 3, 1401, 16, 160, 28),
(242, 11, 1885, 17, 180, 25),
(243, 21, 1329, 19, 210, 33),
(244, 11, 336, 15, 198, 30),
(245, 11, 643, 17, 188, 29),
(246, 18, 1093, 19, 178, 35),
(247, 13, 1877, 17, 107, 28),
(248, 4, 901, 19, 154, 34),
(249, 5, 1422, 17, 190, 26),
(250, 4, 110, 18, 119, 29),
(251, 3, 874, 17, 128, 26),
(252, 4, 979, 15, 134, 33),
(253, 7, 1511, 18, 191, 34),
(254, 4, 1476, 19, 173, 29),
(255, 8, 1820, 19, 182, 35),
(256, 6, 1695, 18, 165, 26),
(257, 6, 1329, 19, 196, 25),
(258, 3, 1752, 16, 112, 27),
(259, 5, 959, 16, 195, 25),
(260, 8, 424, 19, 165, 25),
(261, 17, 1163, 15, 195, 28),
(262, 12, 547, 18, 185, 31),
(263, 19, 135, 19, 156, 32),
(264, 20, 1279, 18, 109, 29),
(265, 24, 794, 16, 165, 26),
(266, 20, 1592, 18, 186, 30),
(267, 4, 1717, 19, 193, 30),
(268, 7, 1560, 18, 171, 31),
(269, 23, 26, 15, 154, 28),
(270, 3, 1928, 18, 215, 26),
(271, 14, 265, 19, 176, 30),
(272, 11, 1964, 16, 188, 30),
(273, 16, 1294, 15, 195, 35),
(274, 23, 1492, 16, 111, 25),
(275, 3, 1158, 18, 158, 26),
(276, 15, 1623, 17, 153, 31),
(277, 19, 972, 19, 108, 26),
(278, 19, 1602, 19, 164, 35),
(279, 21, 1879, 15, 139, 26),
(280, 4, 940, 17, 158, 31),
(281, 24, 469, 17, 119, 33),
(282, 18, 1404, 18, 117, 25),
(283, 4, 568, 19, 138, 30),
(284, 9, 676, 18, 169, 25),
(285, 18, 978, 19, 121, 31),
(286, 5, 541, 15, 111, 32),
(287, 9, 1717, 16, 116, 26),
(288, 22, 306, 18, 210, 25),
(289, 16, 292, 17, 166, 32),
(290, 22, 1767, 16, 108, 26),
(291, 21, 1793, 15, 150, 34),
(292, 25, 583, 18, 206, 31),
(293, 1, 187, 17, 174, 28),
(294, 19, 493, 18, 143, 26),
(295, 11, 1600, 19, 122, 35),
(296, 25, 258, 17, 203, 27),
(297, 6, 1066, 15, 127, 28),
(298, 10, 1834, 17, 157, 30),
(299, 7, 242, 15, 127, 29),
(300, 14, 114, 15, 200, 31),
(301, 9, 1195, 17, 148, 35),
(302, 10, 1518, 18, 179, 31),
(303, 14, 713, 16, 183, 26),
(304, 1, 1653, 16, 211, 34),
(305, 23, 1506, 19, 176, 26),
(306, 23, 1498, 17, 209, 30),
(307, 1, 515, 19, 143, 31),
(308, 25, 1092, 15, 201, 29),
(309, 2, 200, 16, 105, 35),
(310, 7, 700, 19, 197, 30),
(311, 10, 964, 19, 173, 26),
(312, 8, 1257, 15, 119, 29),
(313, 8, 196, 18, 137, 30),
(314, 13, 1235, 18, 176, 33),
(315, 12, 1227, 16, 143, 32),
(316, 4, 1880, 19, 163, 31),
(317, 4, 1670, 15, 182, 28),
(318, 25, 1315, 18, 164, 27),
(319, 19, 594, 17, 164, 33),
(320, 8, 1066, 18, 140, 35),
(321, 6, 987, 19, 186, 35),
(322, 19, 985, 16, 199, 28),
(323, 2, 1991, 15, 122, 30),
(324, 22, 1745, 17, 178, 29),
(325, 3, 1691, 19, 187, 35),
(326, 22, 346, 17, 167, 31),
(327, 21, 1113, 16, 212, 34),
(328, 2, 1743, 18, 122, 27),
(329, 3, 927, 15, 107, 29),
(330, 4, 852, 15, 202, 28),
(331, 25, 1910, 18, 127, 31),
(332, 3, 1779, 19, 160, 35),
(333, 5, 440, 16, 126, 32),
(334, 11, 634, 16, 131, 28),
(335, 23, 949, 18, 124, 35),
(336, 1, 1003, 17, 214, 33),
(337, 24, 742, 16, 107, 25),
(338, 19, 1258, 18, 203, 32),
(339, 7, 1095, 19, 179, 26),
(340, 12, 429, 17, 105, 35),
(341, 16, 736, 18, 162, 32),
(342, 4, 1344, 19, 105, 33),
(343, 7, 425, 15, 143, 26),
(344, 21, 1083, 15, 138, 34),
(345, 12, 902, 17, 160, 35),
(346, 12, 208, 16, 170, 29),
(347, 24, 1061, 16, 107, 27),
(348, 25, 305, 17, 210, 33),
(349, 1, 1262, 15, 113, 25),
(350, 22, 1958, 15, 121, 33),
(351, 10, 1536, 19, 106, 26),
(352, 5, 1244, 19, 138, 32),
(353, 10, 1970, 16, 200, 26),
(354, 10, 1569, 19, 153, 27),
(355, 15, 638, 17, 157, 31),
(356, 11, 804, 16, 205, 35),
(357, 8, 1237, 15, 155, 28),
(358, 6, 14, 19, 142, 27),
(359, 16, 1001, 16, 185, 34),
(360, 3, 702, 15, 148, 25),
(361, 18, 1322, 15, 162, 31),
(362, 15, 1123, 16, 177, 27),
(363, 3, 1231, 18, 171, 31),
(364, 19, 1785, 15, 166, 33),
(365, 22, 1056, 19, 188, 27),
(366, 21, 431, 17, 162, 27),
(367, 4, 946, 16, 158, 26),
(368, 17, 1480, 18, 146, 25),
(369, 25, 764, 15, 105, 26),
(370, 8, 1513, 15, 181, 33),
(371, 12, 466, 17, 150, 31),
(372, 18, 1425, 18, 129, 25),
(373, 18, 1368, 16, 125, 35),
(374, 1, 96, 15, 133, 33),
(375, 12, 797, 17, 132, 27),
(376, 19, 886, 19, 194, 30),
(377, 9, 1309, 15, 145, 34),
(378, 10, 925, 16, 160, 26),
(379, 10, 905, 19, 166, 33),
(380, 10, 570, 19, 114, 26),
(381, 15, 1281, 19, 169, 29),
(382, 10, 274, 15, 110, 30),
(383, 11, 1382, 18, 111, 28),
(384, 12, 170, 15, 115, 33),
(385, 15, 1181, 16, 183, 27),
(386, 2, 6, 16, 106, 35),
(387, 20, 299, 19, 135, 31),
(388, 9, 1160, 16, 125, 27),
(389, 16, 108, 15, 193, 33),
(390, 9, 436, 16, 207, 26),
(391, 17, 30, 18, 118, 34),
(392, 24, 1580, 15, 197, 26),
(393, 15, 1142, 18, 121, 26),
(394, 10, 519, 15, 150, 35),
(395, 12, 1347, 18, 125, 30),
(396, 23, 707, 15, 209, 33),
(397, 21, 701, 15, 204, 29),
(398, 20, 1570, 18, 156, 34),
(399, 21, 1965, 16, 155, 28),
(400, 17, 731, 18, 112, 29),
(401, 8, 1077, 15, 122, 30),
(402, 1, 367, 17, 198, 32),
(403, 4, 608, 15, 167, 25),
(404, 7, 1909, 16, 201, 25),
(405, 9, 865, 19, 199, 25),
(406, 21, 993, 16, 147, 32),
(407, 5, 264, 15, 158, 29),
(408, 3, 935, 19, 121, 25),
(409, 14, 1112, 17, 129, 26),
(410, 12, 70, 16, 168, 33),
(411, 18, 952, 17, 159, 25),
(412, 7, 856, 16, 197, 30),
(413, 3, 311, 18, 197, 26),
(414, 5, 1342, 18, 211, 32),
(415, 2, 85, 17, 206, 35),
(416, 19, 861, 16, 139, 33),
(417, 11, 586, 15, 139, 32),
(418, 8, 1218, 19, 112, 32),
(419, 9, 1064, 18, 106, 35),
(420, 16, 1783, 15, 195, 34),
(421, 5, 206, 19, 116, 26),
(422, 9, 1953, 17, 153, 32),
(423, 14, 1684, 19, 203, 34),
(424, 9, 787, 16, 137, 29),
(425, 25, 403, 16, 147, 33),
(426, 17, 1134, 18, 136, 29),
(427, 5, 1575, 18, 118, 28),
(428, 15, 196, 15, 166, 34),
(429, 25, 647, 16, 189, 26),
(430, 12, 200, 18, 142, 34),
(431, 12, 1423, 19, 121, 30),
(432, 20, 401, 16, 106, 25),
(433, 10, 1269, 19, 187, 33),
(434, 6, 52, 15, 122, 31),
(435, 10, 1219, 19, 192, 27),
(436, 13, 865, 15, 155, 28),
(437, 10, 198, 18, 109, 27),
(438, 20, 960, 18, 132, 30),
(439, 13, 421, 17, 111, 28),
(440, 24, 1353, 17, 123, 25),
(441, 24, 218, 17, 131, 32),
(442, 20, 612, 16, 188, 34),
(443, 23, 324, 19, 172, 26),
(444, 11, 1560, 19, 183, 28),
(445, 11, 1096, 19, 210, 34),
(446, 4, 1700, 16, 179, 35),
(447, 25, 60, 16, 205, 32),
(448, 4, 1044, 19, 206, 25),
(449, 23, 517, 15, 113, 28),
(450, 3, 1470, 18, 151, 26),
(451, 4, 40, 17, 127, 25),
(452, 18, 1119, 16, 111, 25),
(453, 7, 546, 16, 113, 27),
(454, 15, 659, 17, 177, 28),
(455, 3, 1079, 19, 200, 25),
(456, 10, 1718, 17, 109, 33),
(457, 22, 1960, 16, 191, 27),
(458, 18, 1837, 19, 117, 25),
(459, 8, 823, 16, 201, 35),
(460, 21, 910, 18, 105, 34),
(461, 8, 332, 15, 204, 26),
(462, 25, 1281, 16, 192, 32),
(463, 2, 548, 19, 115, 30),
(464, 2, 770, 17, 137, 29),
(465, 7, 45, 18, 123, 32),
(466, 23, 318, 16, 196, 27),
(467, 11, 1965, 16, 145, 29),
(468, 12, 895, 16, 132, 35),
(469, 4, 1823, 18, 174, 32),
(470, 15, 1511, 19, 163, 25),
(471, 21, 832, 15, 203, 28),
(472, 15, 624, 19, 181, 34),
(473, 3, 1812, 17, 200, 32),
(474, 15, 750, 15, 199, 28),
(475, 23, 1054, 19, 201, 27),
(476, 15, 1148, 16, 148, 26),
(477, 1, 1741, 17, 108, 28),
(478, 22, 492, 19, 152, 35),
(479, 5, 324, 15, 119, 34),
(480, 3, 24, 16, 119, 33),
(481, 6, 1680, 17, 120, 29),
(482, 18, 1216, 18, 138, 32),
(483, 11, 989, 18, 214, 28),
(484, 15, 372, 16, 200, 32),
(485, 3, 96, 19, 113, 35),
(486, 19, 1082, 15, 202, 32),
(487, 10, 1506, 16, 209, 28),
(488, 8, 1220, 15, 185, 27),
(489, 24, 1851, 18, 190, 34),
(490, 8, 1904, 19, 173, 32),
(491, 24, 1451, 15, 204, 33),
(492, 16, 1525, 15, 209, 33),
(493, 19, 1955, 18, 179, 29),
(494, 8, 391, 16, 158, 26),
(495, 22, 1113, 18, 132, 34),
(496, 19, 1598, 16, 119, 29),
(497, 22, 226, 19, 145, 32),
(498, 4, 1767, 15, 148, 26),
(499, 15, 907, 16, 183, 25),
(500, 8, 361, 18, 152, 27),
(501, 19, 614, 15, 215, 30),
(502, 14, 84, 18, 194, 25),
(503, 11, 579, 17, 214, 26),
(504, 10, 743, 16, 106, 27),
(505, 15, 1034, 18, 136, 30),
(506, 10, 1700, 15, 161, 35),
(507, 22, 585, 19, 130, 29),
(508, 6, 1522, 16, 163, 30),
(509, 23, 1517, 18, 115, 32),
(510, 24, 1875, 16, 147, 34),
(511, 5, 1374, 15, 193, 25),
(512, 22, 1045, 18, 181, 29),
(513, 3, 53, 18, 122, 28),
(514, 22, 1762, 17, 209, 28),
(515, 12, 870, 19, 148, 32),
(516, 18, 1571, 17, 184, 25),
(517, 22, 1904, 15, 159, 26),
(518, 15, 326, 19, 211, 29),
(519, 1, 1099, 18, 190, 32),
(520, 6, 1296, 15, 130, 26),
(521, 24, 1100, 19, 132, 29),
(522, 23, 128, 15, 118, 28),
(523, 5, 635, 16, 110, 26),
(524, 2, 944, 16, 178, 33),
(525, 16, 1903, 15, 178, 25),
(526, 14, 1150, 19, 168, 31),
(527, 4, 157, 16, 210, 35),
(528, 18, 66, 17, 124, 34),
(529, 4, 201, 17, 190, 29),
(530, 14, 1022, 15, 137, 26),
(531, 14, 980, 15, 120, 26),
(532, 2, 1162, 16, 110, 26),
(533, 23, 1968, 16, 183, 34),
(534, 4, 187, 16, 208, 29),
(535, 9, 657, 18, 119, 28),
(536, 21, 1011, 15, 119, 31),
(537, 19, 1579, 18, 148, 31),
(538, 15, 353, 15, 188, 31),
(539, 14, 1155, 16, 166, 35),
(540, 23, 28, 15, 187, 26),
(541, 7, 43, 18, 129, 26),
(542, 10, 655, 16, 123, 27),
(543, 20, 825, 16, 113, 33),
(544, 14, 540, 15, 179, 26),
(545, 14, 811, 16, 209, 33),
(546, 10, 331, 16, 146, 31),
(547, 13, 311, 18, 133, 34),
(548, 8, 1362, 17, 185, 30),
(549, 21, 296, 16, 118, 31),
(550, 13, 1466, 15, 178, 35),
(551, 22, 1568, 17, 111, 27),
(552, 5, 805, 17, 120, 34),
(553, 24, 1441, 16, 182, 35),
(554, 1, 1203, 17, 157, 35),
(555, 10, 1011, 15, 119, 33),
(556, 23, 682, 17, 191, 26),
(557, 3, 1033, 18, 153, 31),
(558, 13, 1000, 16, 126, 27),
(559, 12, 1395, 16, 160, 27),
(560, 10, 770, 17, 208, 30),
(561, 25, 997, 18, 133, 25),
(562, 14, 1111, 17, 160, 31),
(563, 3, 283, 16, 210, 28),
(564, 1, 1144, 15, 170, 32),
(565, 8, 1436, 19, 133, 32),
(566, 12, 191, 18, 203, 34),
(567, 11, 1117, 18, 201, 26),
(568, 21, 1994, 18, 168, 26),
(569, 24, 48, 19, 183, 27),
(570, 8, 1582, 15, 185, 35),
(571, 23, 132, 18, 197, 35),
(572, 13, 829, 19, 121, 25),
(573, 23, 1259, 18, 202, 28),
(574, 25, 1932, 17, 127, 26),
(575, 14, 201, 19, 125, 35),
(576, 2, 1638, 18, 141, 35),
(577, 20, 290, 19, 214, 31),
(578, 23, 1041, 19, 112, 34),
(579, 3, 1535, 15, 119, 27),
(580, 16, 1413, 18, 214, 26),
(581, 18, 629, 15, 144, 34),
(582, 15, 1843, 17, 140, 33),
(583, 20, 965, 15, 214, 31),
(584, 12, 739, 17, 205, 34),
(585, 22, 1142, 18, 131, 31),
(586, 5, 603, 16, 114, 35),
(587, 19, 356, 16, 138, 35),
(588, 12, 1800, 17, 157, 31),
(589, 9, 1704, 15, 137, 25),
(590, 24, 688, 16, 195, 31),
(591, 6, 831, 16, 106, 33),
(592, 5, 449, 18, 194, 31),
(593, 15, 128, 15, 198, 30),
(594, 17, 1043, 19, 109, 26),
(595, 5, 421, 17, 146, 33),
(596, 3, 463, 16, 111, 25),
(597, 25, 1105, 17, 192, 30),
(598, 11, 124, 16, 186, 25),
(599, 20, 1899, 19, 118, 32),
(600, 2, 132, 15, 206, 31),
(601, 10, 912, 19, 111, 32),
(602, 14, 333, 16, 167, 28),
(603, 12, 944, 18, 200, 27),
(604, 4, 1698, 16, 190, 31),
(605, 19, 1479, 15, 125, 25),
(606, 6, 1318, 15, 125, 27),
(607, 16, 1618, 15, 158, 31),
(608, 13, 46, 18, 205, 29),
(609, 22, 1091, 15, 176, 31),
(610, 15, 1865, 16, 172, 28),
(611, 11, 1750, 17, 164, 30),
(612, 18, 1499, 16, 189, 27),
(613, 22, 39, 19, 171, 32),
(614, 1, 1673, 17, 132, 35),
(615, 19, 1979, 16, 137, 30),
(616, 14, 662, 15, 191, 32),
(617, 19, 1550, 17, 180, 30),
(618, 14, 1962, 15, 122, 31),
(619, 4, 603, 19, 213, 26),
(620, 3, 1070, 17, 110, 30),
(621, 4, 579, 15, 196, 27),
(622, 11, 983, 16, 137, 35),
(623, 21, 1893, 15, 122, 35),
(624, 3, 1682, 19, 181, 26),
(625, 5, 1457, 16, 135, 34),
(626, 21, 1591, 16, 205, 32),
(627, 1, 280, 19, 189, 26),
(628, 22, 253, 18, 157, 34),
(629, 21, 879, 15, 149, 25),
(630, 6, 720, 18, 142, 31),
(631, 10, 292, 17, 172, 26),
(632, 20, 1983, 19, 206, 31),
(633, 13, 216, 15, 207, 27),
(634, 5, 519, 19, 160, 25),
(635, 24, 439, 18, 142, 25),
(636, 14, 695, 18, 151, 33),
(637, 20, 785, 16, 112, 30),
(638, 25, 574, 19, 135, 30),
(639, 5, 657, 16, 205, 25),
(640, 21, 1952, 15, 156, 25),
(641, 8, 475, 19, 215, 35),
(642, 5, 1356, 17, 166, 29),
(643, 16, 1124, 15, 153, 26),
(644, 6, 648, 16, 123, 33),
(645, 23, 219, 18, 112, 29),
(646, 24, 757, 17, 107, 25),
(647, 6, 1081, 17, 159, 32),
(648, 2, 667, 18, 191, 25),
(649, 17, 1, 17, 143, 29),
(650, 25, 771, 17, 154, 29),
(651, 2, 539, 17, 166, 29),
(652, 15, 1422, 15, 138, 25),
(653, 4, 1350, 16, 109, 25),
(654, 16, 198, 15, 168, 32),
(655, 2, 249, 17, 204, 25),
(656, 19, 165, 16, 191, 35),
(657, 3, 642, 17, 136, 32),
(658, 10, 1782, 18, 212, 26),
(659, 22, 318, 17, 169, 30),
(660, 3, 1672, 19, 186, 33),
(661, 1, 1882, 19, 141, 29),
(662, 3, 363, 16, 190, 33),
(663, 16, 230, 17, 197, 30),
(664, 3, 1194, 18, 168, 27),
(665, 10, 541, 16, 143, 26),
(666, 22, 780, 17, 199, 29),
(667, 15, 361, 17, 179, 30),
(668, 23, 76, 19, 127, 29),
(669, 22, 1935, 16, 162, 28),
(670, 18, 1599, 16, 140, 29),
(671, 10, 1815, 16, 203, 29),
(672, 6, 628, 17, 205, 26),
(673, 18, 1689, 15, 140, 34),
(674, 19, 1631, 16, 179, 29),
(675, 17, 280, 19, 182, 35),
(676, 13, 1468, 18, 204, 28),
(677, 14, 994, 17, 180, 29),
(678, 8, 1144, 17, 175, 33),
(679, 6, 1907, 17, 211, 34),
(680, 13, 1829, 18, 128, 29),
(681, 10, 1719, 18, 124, 32),
(682, 24, 468, 19, 180, 35),
(683, 7, 571, 16, 138, 29),
(684, 4, 907, 18, 194, 26),
(685, 14, 1986, 19, 126, 31),
(686, 9, 1052, 19, 124, 30),
(687, 19, 365, 19, 178, 30),
(688, 4, 1138, 19, 149, 34),
(689, 10, 41, 15, 199, 31),
(690, 1, 668, 18, 113, 35),
(691, 16, 1100, 19, 215, 35),
(692, 25, 1452, 16, 175, 33),
(693, 9, 755, 17, 124, 25),
(694, 21, 1567, 15, 208, 30),
(695, 20, 130, 18, 147, 32),
(696, 22, 439, 18, 119, 32),
(697, 15, 790, 17, 199, 32),
(698, 1, 665, 18, 165, 35),
(699, 9, 1138, 18, 139, 32),
(700, 5, 474, 18, 120, 34),
(701, 9, 764, 19, 175, 33),
(702, 19, 1836, 18, 160, 34),
(703, 7, 796, 19, 138, 28),
(704, 5, 1768, 18, 159, 34),
(705, 13, 1147, 18, 141, 29),
(706, 23, 1892, 17, 210, 29),
(707, 24, 1876, 16, 165, 29),
(708, 13, 226, 18, 179, 33),
(709, 25, 1412, 17, 159, 35),
(710, 19, 1960, 18, 175, 29),
(711, 12, 1599, 17, 200, 31),
(712, 13, 201, 18, 171, 27),
(713, 24, 518, 18, 164, 31),
(714, 16, 1921, 17, 211, 32),
(715, 20, 1826, 18, 208, 26),
(716, 15, 1672, 19, 125, 26),
(717, 10, 1907, 18, 172, 26),
